messy_vendor,matched_vendor,score,method,counterparty,location
"Pacific Waste, Inc.","Pacific Waste, Inc",100.0,constrained,143000 - KAILUA KONA MAIN OFFICE,143000 - KAILUA KONA MAIN OFFICE
City of Lamar,"City of Lamar, CO",89.65517241379311,global,1432 MT057 31571810 Express Care S Crossing,1432 MT057 31571810 Express Care S Crossing
MIAMI COUNTY SOLID WASTE DISTRICT,Hancock County Solid Waste District,85.29411764705883,global,144 - Peru,144 - Peru
Active Waste Solutions,Active Waste Solutions,100.0,constrained,1468 Charlotte - South End,1468 Charlotte - South End
City of Lexington - LexServ,City of Lexington,80.95238095238095,constrained,147 - Lexington WF,147 - Lexington WF
MERIDIAN WASTE - BLU,MERIDIAN WASTE,87.5,constrained,1471 - Verona,1471 - Verona
"Roll-Off & Recycling, Inc.","Efficient Roll-Off & Recycling, Inc",80.76923076923077,constrained,1471 - Verona,1471 - Verona
"Efficient Roll-Off & Recycling, Inc.","Efficient Roll-Off & Recycling, Inc",100.0,constrained,1473 - Harrisonburg North,1473 - Harrisonburg North
Meridian Waste,MERIDIAN WASTE,100.0,constrained,1474 - Waynesboro,1474 - Waynesboro
800-GOT-JUNK?,1-800-Got-Junk,95.23809523809523,global,1480 - 29 North,1480 - 29 North
"ALPHA WASTE DISPOSAL, INC.","ALPHA WASTE DISPOSAL, INC",100.0,global,1482 - Mill Creek,1482 - Mill Creek
Boren Brothers LLC,Boren Brothers LLC,100.0,global,1484,
Columbia Sanitary,Columbia Sanitary,100.0,constrained,151 - Golden Plant,151 - Golden Plant
CRI - Curbside Roll Off Inc,CRI-Curbside Rolloff Inc,83.33333333333334,constrained,151 - Golden Plant,151 - Golden Plant
CRI Curbside Roll Off Inc,CRI-Curbside Rolloff Inc,83.33333333333334,constrained,151 - Golden Plant,151 - Golden Plant
CRI-Curbside Roll Off Inc,CRI-Curbside Rolloff Inc,85.1063829787234,constrained,151 - Golden Plant,151 - Golden Plant
Curbside Roll Off,CRI-Curbside Rolloff Inc,70.0,constrained,151 - Golden Plant,151 - Golden Plant
Curbside Roll Off Inc,CRI-Curbside Rolloff Inc,77.27272727272727,constrained,151 - Golden Plant,151 - Golden Plant
Curbside Roll Off Inc.,CRI-Curbside Rolloff Inc,77.27272727272727,constrained,151 - Golden Plant,151 - Golden Plant
itary & Columbia Potties,Columbia Sanitary,71.7948717948718,constrained,151 - Golden Plant,151 - Golden Plant
ARROW SANITARY SERVICE,Waste Connections - Arrow Sanitary Service,70.96774193548387,constrained,1518 OR134 62495102 PPMC Building B,1518 OR134 62495102 PPMC Building B
GF,GFL,80.0,constrained,152 - Williamsburg Plant,152 - Williamsburg Plant
"Sonoco Recycling, LLC",Sonoco Recycling - Greenville,80.85106382978724,constrained,152 - Williamsburg Plant,152 - Williamsburg Plant
SmartTrash,SmartTrash,100.0,global,1521 OR138 62495107 POP 1,1521 OR138 62495107 POP 1
Affordable Waste Solutions,"Affordable Waste Solutions, LLC",92.85714285714286,constrained,153 - Findlay Plant,153 - Findlay Plant
"Brask Enterprises, Inc. II","Brask Enterprises, Inc. II",100.0,constrained,153 - Findlay Plant,153 - Findlay Plant
Gateway Recycling & Waste Reduction,Gateway Recycling & Waste Reduction Inc,94.28571428571428,constrained,153 - Findlay Plant,153 - Findlay Plant
National Equipment Solutions,"National Equipment Solutions, LP",94.91525423728814,global,153 - Findlay Plant,153 - Findlay Plant
Walter's Recycling & refuse Incc.,"Walter's Recycling & Refuse, Inc.",98.24561403508771,constrained,1530 St Paul - East,1530 St. Paul - East
WASTE SERVICE,Service Waste,100.0,global,1531 OR149 62495216 Gateway Medical Plaza,1531 OR149 62495216 Gateway Medical Plaza
Arrow Sanitary Service A Waste Connections Company,Waste Connections - Arrow Sanitary Service,88.88888888888889,constrained,1534 OR169 62495243 507 Building,1534 OR169 62495243 507 Building
Alco Iron & Metal,Alco Metals,76.92307692307692,constrained,154 - Fairfield Plant,154 - Fairfield Plant
American SANITATION INC.,American Sanitation Inc.,100.0,constrained,154 - Fairfield Plant,154 - Fairfield Plant
GREEN PLANET 21,Green Planet 21 - CA,90.9090909090909,constrained,154 - Fairfield Plant,154 - Fairfield Plant
SANITATION INC.,American Sanitation Inc.,75.67567567567568,constrained,154 - Fairfield Plant,154 - Fairfield Plant
TNR Hauling,TNR Hauling,100.0,constrained,154 - Fairfield Plant,154 - Fairfield Plant
CASELLA MAJOR ACCOUNTS SERVICES LLC,Casella Major Accounts Services LLC,100.0,global,155 - Saratoga Springs Plant,155 - Saratoga Springs Plant
Greif Recycling RFG Division,Greif Recycling RFG Division,100.0,constrained,155 - Saratoga Springs Plant,155 - Saratoga Springs Plant
LLA MAJOR ACCOUNTS SERVICES LLC,Casella Major Accounts Services LLC,93.93939393939394,global,155 - Saratoga Springs Plant,155 - Saratoga Springs Plant
OLYMPIC COMPACTOR RENTALS III,"Olympic Compactor Rentals, Inc",93.10344827586206,constrained,155 - Saratoga Springs Plant,155 - Saratoga Springs Plant
City Waste,"CITY WASTE, LLP",83.33333333333334,constrained,156 - Conroe Plant,156 - Conroe Plant
City Waste LLP,"CITY WASTE, LLP",100.0,constrained,156 - Conroe Plant,156 - Conroe Plant
Coastal Compaction,Coastal Compaction,100.0,global,156 - Conroe Plant,156 - Conroe Plant
FEDERAL RECYCLING,Federal Recycling,100.0,constrained,156 - Conroe Plant,156 - Conroe Plant
Federal Recycling,Federal Recycling,100.0,constrained,156 - Conroe Plant,156 - Conroe Plant
FEDERAL\nRECYCLING,Federal Recycling,94.11764705882352,constrained,156 - Conroe Plant,156 - Conroe Plant
So Much More Space,So Much More Space,100.0,constrained,156 - Conroe Plant,156 - Conroe Plant
Texas Port Recycling,Texas Port Recycling,100.0,constrained,156 - Conroe Plant,156 - Conroe Plant
"WASTE CONNECTIONS OF TX, LLC",Waste Connections of Texas,86.79245283018868,global,156 - Conroe Plant,156 - Conroe Plant
Indian Waste Services,Indiana Waste Service,95.23809523809523,constrained,156 - Lowell,156 - Lowell
Indiana Waste,Indiana Waste Service,76.47058823529412,constrained,156 - Lowell,156 - Lowell
Indiana Waste Service,Indiana Waste Service,100.0,constrained,156 - Lowell,156 - Lowell
Waste Connections - Tampa,Waste Connections - Tampa,100.0,global,157 - Tampa Bay,
Conex Recycling,Conex Recycling,100.0,constrained,157 - Tampa Plant,157 - Tampa Plant
Conex Recycling Corporation,Conex Recycling,71.42857142857143,constrained,157 - Tampa Plant,157 - Tampa Plant
"Recycling Services of Florida, Inc.","Recycling Services of Florida, Inc.",100.0,constrained,157 - Tampa Plant,157 - Tampa Plant
WASTE CONNECTIONS OF FLORIDA,Waste Connections - Tampa,74.50980392156863,constrained,157 - Tampa Plant,157 - Tampa Plant
BRASK ENTERPRISES,Brask Enterprises,100.0,constrained,158 - Goodyear Plant,158 - Goodyear Plant
Canusa Hershman,Canusa Hershman,100.0,constrained,158 - Goodyear Plant,158 - Goodyear Plant
CANUSA HERSHMAN RECYCLING,Canusa Hershman,75.0,constrained,158 - Goodyear Plant,158 - Goodyear Plant
IMPACT ENVIRONMENTAL GROUP,Impact Environmental Group,100.0,global,158 - Goodyear Plant,158 - Goodyear Plant
Metech Recycling Inc,"Metech Recycling, Inc.",100.0,constrained,158 - Goodyear Plant,158 - Goodyear Plant
OLYMPIC COMPACTOR RENTAL I,"Olympic Compactor Rentals, Inc",94.54545454545455,constrained,158 - Goodyear Plant,158 - Goodyear Plant
OLYMPIC COMPACTOR RENTALS I,"Olympic Compactor Rentals, Inc",96.42857142857143,constrained,158 - Goodyear Plant,158 - Goodyear Plant
Stericycle,Stericycle,100.0,global,158 - Goodyear Plant,158 - Goodyear Plant
Universal Waste Systems Inc,UNIVERSAL WASTE SYSTEMS,92.0,constrained,158 - Goodyear Plant,158 - Goodyear Plant
Olympic Compactor Rentals,"Olympic Compactor Rentals, Inc",92.5925925925926,constrained,158-Goodyear Plant,158 - Goodyear Plant
PAK ? RITE,PAK-RITE,93.33333333333333,constrained,159 - Glendale Plant,159 - Glendale Plant
PAK\n?\nRITE,PAK-RITE,87.5,constrained,159 - Glendale Plant,159 - Glendale Plant
Sanitation One,Sanitation One,100.0,constrained,159 - Glendale Plant,159 - Glendale Plant
Universal Waste Systems,UNIVERSAL WASTE SYSTEMS,100.0,constrained,159 - Glendale Plant,159 - Glendale Plant
SANITATION ONE,Sanitation One,100.0,constrained,159-Glendale Plant,159 - Glendale Plant
CON RACTOR'S\nDISPOSAL,Contractor's Disposal Inc.,81.81818181818181,constrained,160795 - BLOOMINGTON S&DC,160795 - BLOOMINGTON S&DC
Contractor's Disposal,Contractor's Disposal Inc.,90.9090909090909,constrained,160795 - BLOOMINGTON S&DC,160795 - BLOOMINGTON S&DC
Contractor's Dispsoal,Contractor's Disposal Inc.,86.36363636363636,constrained,160795 - BLOOMINGTON S&DC,160795 - BLOOMINGTON S&DC
Contractors Disposal,Contractor's Disposal Inc.,90.9090909090909,constrained,160795- Bloomington S&DC,160795 - BLOOMINGTON S&DC
Suburban Waste Services,Suburban Waste Services,100.0,constrained,1610 Edina - Southdale,1610 Edina - Southdale
Trash Kans,"Trash Kans, LLC",83.33333333333334,constrained,162 - Lafayette,162 - Lafayette
AMERICAN METAL & PAPER,American Metal and Paper,90.9090909090909,constrained,171 - Fort Atkinson,171 - Fort Atkinson Plant
AMERICAN\nMETAL & PAPER,American Metal and Paper,90.9090909090909,constrained,171 - Fort Atkinson Plant,171 - Fort Atkinson Plant
Kienbaum Iron & Metal,Kienbaum Iron & Metal,100.0,constrained,171 - Fort Atkinson Plant,171 - Fort Atkinson Plant
Kienbaum Iron & Metal LLC,Kienbaum Iron & Metal,90.47619047619048,constrained,171 - Fort Atkinson Plant,171 - Fort Atkinson Plant
Quincy RECYCLE,Quiny Recycle,96.2962962962963,constrained,171 - Fort Atkinson Plant,171 - Fort Atkinson Plant
Tower Compactor Rentals,TOWER COMPACTOR RENTAL,97.77777777777777,global,171 - Fort Atkinson Plant,171 - Fort Atkinson Plant
ALL STAR ROLL-OFF NORTHWEST LLC,All Star Rolloff & Porta-Toilets,74.57627118644068,constrained,172 - Rome Plant,172 - Rome Plant
Rhino Waste & Recycling,Rhino Waste & Recycling Inc.,91.30434782608697,constrained,172 - Rome Plant,172 - Rome Plant
Recycling Center,"Recycling Center, Inc",88.88888888888889,constrained,173 - Richmond,173 - Richmond
Recycling center Inc,"Recycling Center, Inc",100.0,constrained,173 - Richmond,173 - Richmond
"RECYCLING CENTER, INC.","Recycling Center, Inc",100.0,constrained,173 - Richmond,173 - Richmond
Walter's Recycling & Refuse,"Walter's Recycling & Refuse, Inc.",92.3076923076923,constrained,1735 Minneapolis - 3600 Lake St,1735 Minneapolis - 3600 Lake St
Total Disposal Inc.,Total Disposal,87.5,constrained,173587 - Hammond Main Office,173587 - Hammond Main Office
ANYTIME\nWASTE SYSTEMS,ANYTIME WASTE SYSTEMS,71.42857142857143,constrained,175 - Louisville SS,175 - Louisville SS
FRANKLIN PALLET INC.,Franklin Pallets,85.71428571428572,constrained,176 - Bowling Green,176 - Bowling Green
Franklin Pallet Inc,Franklin Pallets,85.71428571428572,constrained,176 - Bowling Green,176 - Bowling Green
FRANKLIN Pallets,Franklin Pallets,100.0,constrained,176 - Bowling Green,176 - Bowling Green
FRANKLIN\nPALLET INC.,Franklin Pallets,80.0,constrained,176 - Bowling Green,176 - Bowling Green
"SCOTT WASTE SERVICES, LLC",RTS Waste Services LLC,86.95652173913044,global,176 - Bowling Green,176 - Bowling Green
"Scott WASTE SERVICES, LLC.",RTS Waste Services LLC,86.95652173913044,global,176 - Bowling Green,176 - Bowling Green
Waste Connections - Scott Waste,Waste Connections - Scott Waste Services 6052,80.55555555555556,constrained,176 - Bowling Green,176 - Bowling Green
Waste Connections - Scott Waste Services 6052,Waste Connections - Scott Waste Services 6052,100.0,constrained,176 - Bowling Green,176 - Bowling Green
"WASTE SERVICES, LLC.",RTS Waste Services LLC,90.0,global,176 - Bowling Green,176 - Bowling Green
KAMPS,Kamps Inc,71.42857142857143,constrained,178 - Pittston Plan,178 - Pittston Plant
ALLAN INDUSTRIES RECYCLE,Allan Industries Recyclers LLC,88.88888888888889,constrained,178 - Pittston Plant,178 - Pittston Plant
OLYMPIC COMPACTOR RENTALS |,"Olympic Compactor Rentals, Inc",92.5925925925926,constrained,178 - Pittston Plant,178 - Pittston Plant
Allan Industries Recyclers,Allan Industries Recyclers LLC,92.85714285714286,constrained,178- PITTSTON PLANT,178 - Pittston Plant
ASPEN WASTE SYSTEMS OF IOWA INC.,Aspen Waste Systems Inc,85.18518518518519,constrained,180270 - AMES MAIN OFFICE,180270 - AMES MAIN OFFICE
"WASTE CONNECTIONS OF IOWA, INC.",Waste Connections - Iowa,86.27450980392157,constrained,182413 - DES MOINES NDC,182413 - DES MOINES NDC
"Waste Connections of lowa, Inc.",Waste Connections - Iowa,86.27450980392157,constrained,182413 - DES MOINES NDC,182413 - DES MOINES NDC
Noble County Disposal,Noble County,72.72727272727273,constrained,185 - Kendallville,185 - Kendallville
Aces Disposal Services,"ABC Disposal Services, Inc",85.1063829787234,global,186 - Evansville,186 - Evansville
Disposal Services,"Disposal Services, LLC",89.47368421052632,global,186 - Evansville,186 - Evansville
Anytime Waste Systems,ANYTIME WASTE SYSTEMS,100.0,constrained,190 - Louisville,190 - Louisville
Ecotech,Ecotech,100.0,constrained,190 - Louisville,190 - Louisville
"Chisago Lakes Sanitation, LLC.",Chisago Lakes Sanitation,92.3076923076923,constrained,1904 Chisago City,1904 Chisago City
APEX waste,Apex Waste,100.0,constrained,192 - Monticello Plant,192 - Monticello Plant
Reworld Waste,Reworld Waste LLC,86.66666666666667,global,192 - Monticello Plant,192 - Monticello Plant
Tower Compactor Rental,TOWER COMPACTOR RENTAL,100.0,constrained,192 - Monticello Plant,192 - Monticello Plant
Fusion Waste,Fusion Waste,100.0,constrained,194 - Fort Worth Plant,194 - Fort Worth Plant
"Island Recycling, Inc.",Island Recycling,88.88888888888889,constrained,199 - Hawaii Plant,199 - Hawaii Plant
CAPROCK WASTE A WASTE CONNECTIONS COMPANY,Waste Connections - Caprock 5114,73.23943661971832,constrained,1991 TX014 952078C Covenant Childrens UC,1991 TX014 952078C Covenant Childrens UC
CAPROCK WASTE\nA WASTE CONNECTIONS COMPANY,Waste Connections - Caprock 5114,70.4225352112676,constrained,1991 TX014 952078C Covenant Childrens UC,1991 TX014 952078C Covenant Childrens UC
"Waste Connections of KANSAS, Inc",Waste Connections - Kansas,87.27272727272728,constrained,199714 - WICHITA P&DC/VMF,199714 - Wichita P&DC/VMF
AIR CAPITAL WASTE,Air Capital Waste,100.0,constrained,199723 - WICHITA RIVER CITY STATION,199723 - WICHITA RIVER CITY STATION
"WASTE CONNECTIONS OF KANSAS, INC",Waste Connections - Kansas,87.27272727272728,constrained,199723 - WICHITA RIVER CITY STATION,199723 - WICHITA RIVER CITY STATION
Black Earth,Black Earth Compost,73.33333333333334,constrained,2 Constitution Rd,2 Constitution Rd
Black Earth Compost,Black Earth Compost,100.0,constrained,2 Constitution Rd,2 Constitution Rd
"DISPOSAL SERVICE, INC","EZ Disposal Service, Inc.",93.02325581395348,constrained,2 Constitution Rd,2 Constitution Rd
"DISPOSAL SERVICE, INC.","EZ Disposal Service, Inc.",93.02325581395348,constrained,2 Constitution Rd,2 Constitution Rd
Mountain State Waste,MOUNTAIN STATE WASTE,100.0,global,"20 Mallard Lane Mason, WV 25260",
CONIGLIARO INDUSTRIES,"Conigliaro Industries, Inc",91.30434782608697,global,200 Shire,
CAPROCK WASTE A Waste Connections Company,Waste Connections - Caprock 5114,73.23943661971832,constrained,2002 TX024 952020C Covenant Pediatrics,2002 TX024 952020C Covenant Pediatrics
"C&C Disposal, LLC","C&C Disposal, LLC",100.0,constrained,2036 Ashtabula - Park,2036 Ashtabula - Park
"CONTAINER SERVICE, INC.","Pete & Pete Container Service, Inc",80.76923076923077,constrained,2039 Avon Lake - Walker,2039 Avon Lake - Walker
"PETE & PETE CONTAINER SERVICE, INC","Pete & Pete Container Service, Inc",100.0,constrained,2039 Avon Lake - Walker,2039 Avon Lake - Walker
CAPROCK WASTE\nA Waste Connections Company,Waste Connections - Caprock 5114,70.4225352112676,constrained,2039 TX056 952067C Covenant Graphics Whs Bld,2039 TX056 952067C Covenant Graphics Whs Bld
Waste Connections,Waste Connections - Caprock 5114,72.34042553191489,constrained,2044 TX061 925029C Covenant HealthPlus,2044 TX061 925029C Covenant HealthPlus
Secrest Disposal,Secrest Disposal Co.,91.42857142857143,global,2060 Cambridge - East Wheeling,2060 Cambridge - East Wheeling
Secrest Disposal Co.,Secrest Disposal Co.,100.0,global,2060 Cambridge - East Wheeling,2060 Cambridge - East Wheeling
Collection Services,Collection Services Inc.,90.47619047619048,constrained,2070 Chesapeake - 3rd Avenue,2070 Chesapeake - 3rd Avenue
"COLLECTION SERVICES, INC.",Collection Services Inc.,100.0,constrained,2070 Chesapeake - 3rd Avenue,2070 Chesapeake - 3rd Avenue
Waste Connections - J&J Services,Waste Connections - J&J Services,100.0,constrained,2072 - Concord Hills,2072 - Concord Hills
Bluegrass Junk Removal,Bluegrass Junk Removal,100.0,global,210 - Louisville ES,210 - Louisville ES
"COCKEY'S ENTERPRISES, INC.","COCKEY'S ENTERPRISES, INC",100.0,global,210 RESEARCH BLVD,
g2 revolution,G2 Revolution,100.0,constrained,2100 Cincinnati - Lunken Ops Ctr,2100 Cincinnati - Lunken Ops Ctr
Pelican Waste & Debris,Pelican Waste,78.78787878787878,constrained,213185 - Franklin MPO,213185 - Franklin MPO
Pelican,Pelican Waste,70.0,constrained,213185 - Franklin MPO,213185 - Franklin MPO
Pelican Waste,Pelican Waste,100.0,constrained,213185 - Franklin MPO,213185 - Franklin MPO
PELICAN WASTE & DEBRIS LLC,Pelican Waste,70.27027027027026,constrained,213185 - Franklin MPO,213185 - Franklin MPO
Pelican\nWaste & Debris,Pelican Waste,72.72727272727273,constrained,213185 - Franklin MPO,213185 - Franklin MPO
Pelican\nWaste,Pelican Waste,92.3076923076923,constrained,213185- Franklin MPO,213185 - Franklin MPO
RUMEKE,Rumpke,83.33333333333334,constrained,2153 - New Castle,2153 - New Castle
IV Waste LLC,IV Waste LLC,100.0,constrained,216051 - METAIRIE MAIN OFFICE,216051 - METAIRIE MAIN OFFICE
Live Oak Environmental LLC,Live Oak Environmental LLC,100.0,constrained,217952 - SHREVEPORT INDUSTRIAL STATION,217952 - SHREVEPORT INDUSTRIAL STATION
WIN WASTE INNOVATIONS,WIN WASTE INNOVATIONS,100.0,constrained,22 Patriot Place,22 Patriot Place
Lake Disposal Service of Northern Ohio,Lake Disposal Service of Northern Ohio,100.0,global,2226 Fremont,
Mountain state waste,MOUNTAIN STATE WASTE,100.0,constrained,2233 Gallipolis - Silver Bridge,2233 Gallipolis - Silver Bridge
MAJOR WASTE DISPOSAL SERVICES,Major Waste Disposal,81.63265306122449,constrained,2239 Geneva - East Main,2239 Geneva - East Main
Mid-Ohio Sanitation & Recycling LLC,Mid-Ohio Sanitation and Recycling LLC,94.11764705882352,constrained,2301 Marengo - South Main,2301 Marengo - South Main
Solid Rock Waste LLC,Solid Rock Waste,88.88888888888889,constrained,231764 - CHESTERTOWN MAIN OFFICE,231764 - CHESTERTOWN MAIN OFFICE
City of Bardstown,City Of Bardstown,100.0,constrained,233 - Bardstown,233 - Bardstown
Greenway Waste,Greenway Waste Solutions,73.6842105263158,constrained,2454 - Asheboro,2454 - Asheboro
Greenway Waste Solutions,Greenway Waste Solutions,100.0,constrained,2454 - Asheboro,2454 - Asheboro
Stevens Disposal & Re,STEVENS DISPOSAL,91.42857142857143,constrained,252495 - Adrian PO,252495 - Adrian PO
ARROWASTE,Arrowaste,100.0,constrained,253921-01-01 - GRAND RAPIDS PSA,253941 - GRAND RAPIDS PSA
"Arrowaste, Inc.",Arrowaste,81.81818181818181,constrained,253921-01-01 - GRAND RAPIDS PSA,253941 - GRAND RAPIDS PSA
Arrowaste,Arrowaste,100.0,constrained,253941 - GRAND RAPIDS PSA,253941 - GRAND RAPIDS PSA
Grand Rapids Iron & Metal,Grand Rapids Iron & Metal,100.0,constrained,253941 - GRAND RAPIDS PSA,253941 - GRAND RAPIDS PSA
STRR,STRR,100.0,constrained,2606 Delano - MUB,2606 Delano - MUB
MID VALLEY DISPOSAL,Mid Valley Disposal,100.0,constrained,2624 Fresno - West Fresno - MUB,2624 Fresno - West Fresno - MUB
Mid Valley Disposal,Mid Valley Disposal,100.0,constrained,2624 Fresno - West Fresno - MUB,2624 Fresno - West Fresno - MUB
