vendor_name,normalized,aggressive_normalized,invoice_count
"WASTE CONNECTIONS OF CO, INC","WASTE CONNECTIONS OF CO, INC",WASTE CONNECTIONS OF,9
KIEFFER SANITATION,KIEFFER SANITATION,KIEFFER SANITATION,9
DISPOSAL SERVICE,DISPOSAL SERVICE,DISPOSAL SERVICE,9
"TEXAS DISPOSAL SYSTEMS, INC.","TEXAS DISPOSAL SYSTEMS, INC.",TEXAS DISPOSAL SYSTEMS,9
"ROYAL WASTE SERVICES, INC","ROYAL WASTE SERVICES, INC",ROYAL WASTE SERVICES,9
"Anchor Technical Services, LLC","ANCHOR TECHNICAL SERVICES, LLC",ANCHOR TECHNICAL SERVICES,9
Priority,PRIORITY,PRIORITY,9
Waste Pro - Meridian,WASTE PRO - MERIDIAN,WASTE PRO MERIDIAN,9
F &L Construction Inc,F &L CONSTRUCTION INC,F L CONSTRUCTION,9
"WASTE CONNECTIONS OF MISSISSIPPI, INC.","WASTE CONNECTIONS OF MISSISSIPPI, INC.",WASTE CONNECTIONS OF MISSISSIPPI,9
"Haul Away Rubbish Service Co., Inc.","HAUL AWAY RUBBISH SERVICE CO., INC.",HAUL AWAY RUBBISH SERVICE,9
UTILITIES COMPANY,UTILITIES COMPANY,UTILITIES COMPANY,9
RECYCLING,RECYCLING,RECYCLING,9
REPRINT,REPRINT,REPRINT,9
WASTE CONNECTIONS OF FLORIDA. ORLANDO HAULING,WASTE CONNECTIONS OF FLORIDA. ORLANDO HAULING,WASTE CONNECTIONS OF FLORIDA ORLANDO HAULING,9
City of Pembroke Pines Utilities Department,CITY OF PEMBROKE PINES UTILITIES DEPARTMENT,CITY OF PEMBROKE PINES UTILITIES DEPARTMENT,9
Louisiana Waste,LOUISIANA WASTE,LOUISIANA WASTE,9
AMERICAN\nDISPOSAL\nSYSTEMS INC.,AMERICAN\NDISPOSAL\NSYSTEMS INC.,AMERICAN NDISPOSAL NSYSTEMS,9
Gotta Go Waste And Recycling,GOTTA GO WASTE AND RECYCLING,GOTTA GO WASTE AND RECYCLING,8
SANITATION,SANITATION,SANITATION,8
Quality Waste quality waste,QUALITY WASTE QUALITY WASTE,QUALITY WASTE QUALITY WASTE,8
Ecosouth,ECOSOUTH,ECOSOUTH,8
TRASH TRASH KANS,TRASH TRASH KANS,TRASH TRASH KANS,8
MERIDIAN WASTE - BLU,MERIDIAN WASTE - BLU,MERIDIAN WASTE BLU,8
CAPROCK WASTE\nA WASTE CONNECTIONS COMPANY,CAPROCK WASTE\NA WASTE CONNECTIONS COMPANY,CAPROCK WASTE NA WASTE CONNECTIONS COMPANY,8
"SERVICE, INC.","SERVICE, INC.",SERVICE,8
Hartel's,HARTEL'S,HARTEL S,8
HARTER'S Lakeside Disposal Four Generations of Talking Trash,HARTER'S LAKESIDE DISPOSAL FOUR GENERATIONS OF TALKING TRASH,HARTER S LAKESIDE DISPOSAL FOUR GENERATIONS OF TALKING TRASH,8
GILLS FREEPORT DISPOSAL A WASTE CONNECTIONS COMPANY,GILLS FREEPORT DISPOSAL A WASTE CONNECTIONS COMPANY,GILLS FREEPORT DISPOSAL A WASTE CONNECTIONS COMPANY,8
"Chatham, Virginia 24531","CHATHAM, VIRGINIA 24531",CHATHAM VIRGINIA 24531,8
Clean Slate,CLEAN SLATE,CLEAN SLATE,8
Glendale,GLENDALE,GLENDALE,8
"Whites Sanitation, Inc.","WHITES SANITATION, INC.",WHITES SANITATION,8
City of Meridian - Utility,CITY OF MERIDIAN - UTILITY,CITY OF MERIDIAN UTILITY,8
"WASTE MANAGEMENT OF UTAH, INC.","WASTE MANAGEMENT OF UTAH, INC.",WASTE MANAGEMENT OF UTAH,8
Robinson Waste Services,ROBINSON WASTE SERVICES,ROBINSON WASTE SERVICES,8
ROBINSON WASTE SERVICES,ROBINSON WASTE SERVICES,ROBINSON WASTE SERVICES,8
"HARRISON & SONS, INC","HARRISON & SONS, INC",HARRISON SONS,8
Sanitary services,SANITARY SERVICES,SANITARY SERVICES,8
WYOMING WASTE SERVICES,WYOMING WASTE SERVICES,WYOMING WASTE SERVICES,8
LAKESHORE DISPOSAL,LAKESHORE DISPOSAL,LAKESHORE DISPOSAL,8
Roosvelt City,ROOSVELT CITY,ROOSVELT CITY,8
FRONTIER WASTE - JERSEY VILLAGE,FRONTIER WASTE - JERSEY VILLAGE,FRONTIER WASTE JERSEY VILLAGE,8
WAYNE COUNTY,WAYNE COUNTY,WAYNE COUNTY,8
ELKO SANITATION COMPANY,ELKO SANITATION COMPANY,ELKO SANITATION COMPANY,8
IDAHO FALLS UTILITIES,IDAHO FALLS UTILITIES,IDAHO FALLS UTILITIES,8
"BCDA, LLC","BCDA, LLC",BCDA,8
FRONTIER WASTE - JUSTIN,FRONTIER WASTE - JUSTIN,FRONTIER WASTE JUSTIN,8
"H.E.M. Service Company, Inc.","H.E.M. SERVICE COMPANY, INC.",H E M SERVICE COMPANY,8
BCC Waste Solutions - Alabama,BCC WASTE SOLUTIONS - ALABAMA,BCC WASTE SOLUTIONS ALABAMA,8
ECO A MERIDIAN Company,ECO A MERIDIAN COMPANY,ECO A MERIDIAN COMPANY,8
MERIDIAN WASTE - GRV,MERIDIAN WASTE - GRV,MERIDIAN WASTE GRV,8
Meridian Waste South Carolina LLC,MERIDIAN WASTE SOUTH CAROLINA LLC,MERIDIAN WASTE SOUTH CAROLINA,8
ONTARIO MUNICIPAL,ONTARIO MUNICIPAL,ONTARIO MUNICIPAL,8
"Enevo, Inc.","ENEVO, INC.",ENEVO,8
"RIVER PARISH RIVER PARISH DISPOSAL, LLC","RIVER PARISH RIVER PARISH DISPOSAL, LLC",RIVER PARISH RIVER PARISH DISPOSAL,8
Dekalb County,DEKALB COUNTY,DEKALB COUNTY,8
"WASTE MANAGEMENT OF TEXAS, INC.","WASTE MANAGEMENT OF TEXAS, INC.",WASTE MANAGEMENT OF TEXAS,8
LIGHTNING,LIGHTNING,LIGHTNING,8
Ace Waste,ACE WASTE,ACE WASTE,8
WASTE CONNECTIONS OF FLORIDA.\nORLANDO HAULING,WASTE CONNECTIONS OF FLORIDA.\NORLANDO HAULING,WASTE CONNECTIONS OF FLORIDA NORLANDO HAULING,8
WASTE CONNECTIONS OF FLORIDA PINELLAS HAULING,WASTE CONNECTIONS OF FLORIDA PINELLAS HAULING,WASTE CONNECTIONS OF FLORIDA PINELLAS HAULING,8
WASTE CONNECTIONS OF FLORIDA\nPINELLAS HAULING,WASTE CONNECTIONS OF FLORIDA\NPINELLAS HAULING,WASTE CONNECTIONS OF FLORIDA NPINELLAS HAULING,8
GREAT WASTE,GREAT WASTE,GREAT WASTE,8
"Great Waste and Recycling Services, LLC","GREAT WASTE AND RECYCLING SERVICES, LLC",GREAT WASTE AND RECYCLING SERVICES,8
MY TRASH,MY TRASH,MY TRASH,8
SOLID WASTE AUTHORITY,SOLID WASTE AUTHORITY,SOLID WASTE AUTHORITY,8
ADVANCE MACHINE &,ADVANCE MACHINE &,ADVANCE MACHINE,8
South Shore,SOUTH SHORE,SOUTH SHORE,8
Southshore Disposal,SOUTHSHORE DISPOSAL,SOUTHSHORE DISPOSAL,8
CASELLA MID ATLANTIC LLC,CASELLA MID ATLANTIC LLC,CASELLA MID ATLANTIC,8
TRIDENT WASTE,TRIDENT WASTE,TRIDENT WASTE,8
RUMPKE OF OHID INC,RUMPKE OF OHID INC,RUMPKE OF OHID,8
RO INDUSTRIES,RO INDUSTRIES,RO INDUSTRIES,7
Adam's Disposal Service,ADAM'S DISPOSAL SERVICE,ADAM S DISPOSAL SERVICE,7
City of Bozeman,CITY OF BOZEMAN,CITY OF BOZEMAN,7
"Waste Connections of TENNESSEE, Inc","WASTE CONNECTIONS OF TENNESSEE, INC",WASTE CONNECTIONS OF TENNESSEE,7
MARTIN ENVIRONMENTAL SVCS,MARTIN ENVIRONMENTAL SVCS,MARTIN ENVIRONMENTAL SVCS,7
Gotta Go,GOTTA GO,GOTTA GO,7
Choice Waste Services,CHOICE WASTE SERVICES,CHOICE WASTE SERVICES,7
& REFUSE INC,& REFUSE INC,REFUSE,7
Best Way Dispsoal,BEST WAY DISPSOAL,BEST WAY DISPSOAL,7
WASTE CONNECTIONS COMPANY,WASTE CONNECTIONS COMPANY,WASTE CONNECTIONS COMPANY,7
METech,METECH,METECH,7
"Scott WASTE SERVICES, LLC.","SCOTT WASTE SERVICES, LLC.",SCOTT WASTE SERVICES,7
CAPROCK WASTE A WASTE CONNECTIONS COMPANY,CAPROCK WASTE A WASTE CONNECTIONS COMPANY,CAPROCK WASTE A WASTE CONNECTIONS COMPANY,7
"DISPOSAL SERVICE, INC","DISPOSAL SERVICE, INC",DISPOSAL SERVICE,7
RUMEKE,RUMEKE,RUMEKE,7
Grange,GRANGE,GRANGE,7
Haul Away Waste Services,HAUL AWAY WASTE SERVICES,HAUL AWAY WASTE SERVICES,7
"UDP TN Hauling, LLC.","UDP TN HAULING, LLC.",UDP TN HAULING,7
KNIGHTHORST,KNIGHTHORST,KNIGHTHORST,7
Athens,ATHENS,ATHENS,7
PROWARE WASTE AND RECYCLING EQUIPMENT,PROWARE WASTE AND RECYCLING EQUIPMENT,PROWARE WASTE AND RECYCLING EQUIPMENT,7
GILLS FREEPORT DIS,GILLS FREEPORT DIS,GILLS FREEPORT DIS,7
Pratt Sanitation Inc.,PRATT SANITATION INC.,PRATT SANITATION,7
Robinson WASTE SERVICES,ROBINSON WASTE SERVICES,ROBINSON WASTE SERVICES,7
CIRCLE Circle Sanitation Inc,CIRCLE CIRCLE SANITATION INC,CIRCLE CIRCLE SANITATION,7
CIRCLE\nCircle Sanitation Inc,CIRCLE\NCIRCLE SANITATION INC,CIRCLE NCIRCLE SANITATION,7
City of Tulsa,CITY OF TULSA,CITY OF TULSA,7
WEST BANK SANITATION,WEST BANK SANITATION,WEST BANK SANITATION,7
King County\nWASTE ZERO,KING COUNTY\NWASTE ZERO,KING COUNTY NWASTE ZERO,7
City of Roosevelt,CITY OF ROOSEVELT,CITY OF ROOSEVELT,7
"MILLENNIUM WASTE, INC","MILLENNIUM WASTE, INC",MILLENNIUM WASTE,7
Western Kane County Special Service District No. 1,WESTERN KANE COUNTY SPECIAL SERVICE DISTRICT NO. 1,WESTERN KANE COUNTY SPECIAL SERVICE DISTRICT NO 1,7
FRONTIER WASTE - CORPUS,FRONTIER WASTE - CORPUS,FRONTIER WASTE CORPUS,7
"WASTE CONNECTIONS OF LOUISIANA, INC","WASTE CONNECTIONS OF LOUISIANA, INC",WASTE CONNECTIONS OF LOUISIANA,7
SULPHUR SPRINGS -SANITATION LLC-,SULPHUR SPRINGS -SANITATION LLC-,SULPHUR SPRINGS SANITATION,7
West Central,WEST CENTRAL,WEST CENTRAL,7
"EVERGREEN DISPOSAL, INC","EVERGREEN DISPOSAL, INC",EVERGREEN DISPOSAL,7
Friedman Recycling,FRIEDMAN RECYCLING,FRIEDMAN RECYCLING,7
CEDAR GROVE ORGANICS RECYCLING LLC,CEDAR GROVE ORGANICS RECYCLING LLC,CEDAR GROVE ORGANICS RECYCLING,7
DISPOSAL COMPANY,DISPOSAL COMPANY,DISPOSAL COMPANY,7
HHEIBERG GARBAGE & RECYCLING,HHEIBERG GARBAGE & RECYCLING,HHEIBERG GARBAGE RECYCLING,7
Curbside Recycling & Shredding,CURBSIDE RECYCLING & SHREDDING,CURBSIDE RECYCLING SHREDDING,7
FOGLE'S,FOGLE'S,FOGLE S,7
"Disposal, LLC.","DISPOSAL, LLC.",DISPOSAL,7
"Chambersburg\nWaste Paper Co., Inc.","CHAMBERSBURG\NWASTE PAPER CO., INC.",CHAMBERSBURG NWASTE PAPER,7
"Whitecap Waste of West Virginia, Inc.","WHITECAP WASTE OF WEST VIRGINIA, INC.",WHITECAP WASTE OF WEST VIRGINIA,7
BORO WWIDE,BORO WWIDE,BORO WWIDE,7
Golden Triangle Waste Services,GOLDEN TRIANGLE WASTE SERVICES,GOLDEN TRIANGLE WASTE SERVICES,7
ONTARIO,ONTARIO,ONTARIO,7
Ontario Municipal,ONTARIO MUNICIPAL,ONTARIO MUNICIPAL,7
Ontario Municiple,ONTARIO MUNICIPLE,ONTARIO MUNICIPLE,7
RIVER PARISH,RIVER PARISH,RIVER PARISH,7
County of Dekalb,COUNTY OF DEKALB,COUNTY OF DEKALB,7
"GEORGIA WASTE SYSTEMS, LLC.","GEORGIA WASTE SYSTEMS, LLC.",GEORGIA WASTE SYSTEMS,7
City of Pembroke Pines\nUtilities Department,CITY OF PEMBROKE PINES\NUTILITIES DEPARTMENT,CITY OF PEMBROKE PINES NUTILITIES DEPARTMENT,7
MERIDIAN WASTE - RIC,MERIDIAN WASTE - RIC,MERIDIAN WASTE RIC,7
Southshore,SOUTHSHORE,SOUTHSHORE,7
"Modern Recycling, Inc.","MODERN RECYCLING, INC.",MODERN RECYCLING,7
IRON CITY Iron City Express,IRON CITY IRON CITY EXPRESS,IRON CITY IRON CITY EXPRESS,7
Robinson Waste Disposal Service,ROBINSON WASTE DISPOSAL SERVICE,ROBINSON WASTE DISPOSAL SERVICE,7
J.P. Mason,J.P. MASON,J P MASON,7
FIRST CAPITOL SALVAGE,FIRST CAPITOL SALVAGE,FIRST CAPITOL SALVAGE,7
Lawrence,LAWRENCE,LAWRENCE,6
Blue Ridge Waste,BLUE RIDGE WASTE,BLUE RIDGE WASTE,6
Walters Recycling & Refuse,WALTERS RECYCLING & REFUSE,WALTERS RECYCLING REFUSE,6
LLA MAJOR ACCOUNTS SERVICES LLC,LLA MAJOR ACCOUNTS SERVICES LLC,LLA MAJOR ACCOUNTS SERVICES,6
Quincy RECYCLE,QUINCY RECYCLE,QUINCY RECYCLE,6
MAJOR WASTE DISPOSAL SERVICES,MAJOR WASTE DISPOSAL SERVICES,MAJOR WASTE DISPOSAL SERVICES,6
MID VALLEY,MID VALLEY,MID VALLEY,6
CUMBERLAND WASTE DISPOSAL,CUMBERLAND WASTE DISPOSAL,CUMBERLAND WASTE DISPOSAL,6
ABC Disposal,ABC DISPOSAL,ABC DISPOSAL,6
L.L.C.,L.L.C.,,6
MIDWEST,MIDWEST,MIDWEST,6
"GILL HAULING, INC.","GILL HAULING, INC.",GILL HAULING,6
"BLACK HAWK WASTE DISP, INC","BLACK HAWK WASTE DISP, INC",BLACK HAWK WASTE DISP,6
Keys Sanitary Service,KEYS SANITARY SERVICE,KEYS SANITARY SERVICE,6
"NEI Pennsylvania, LLC","NEI PENNSYLVANIA, LLC",NEI PENNSYLVANIA,6
P PRIORITY,P PRIORITY,P PRIORITY,6
City of Glendale,CITY OF GLENDALE,CITY OF GLENDALE,6
"N.S. DISPOSAL SERVICE, INC.","N.S. DISPOSAL SERVICE, INC.",N S DISPOSAL SERVICE,6
"£\nAthens Services\nWaste Collection, Recycling & Disposal Services","£\NATHENS SERVICES\NWASTE COLLECTION, RECYCLING & DISPOSAL SERVICES",NATHENS SERVICES NWASTE COLLECTION RECYCLING DISPOSAL SERVICES,6
County WASTE ZERO,COUNTY WASTE ZERO,COUNTY WASTE ZERO,6
Sanitary Sanitation,SANITARY SANITATION,SANITARY SANITATION,6
Utility Services,UTILITY SERVICES,UTILITY SERVICES,6
Commercial Waste,COMMERCIAL WASTE,COMMERCIAL WASTE,6
Taylor & Sons Hauling,TAYLOR & SONS HAULING,TAYLOR SONS HAULING,6
Blue Hills Environmental Services,BLUE HILLS ENVIRONMENTAL SERVICES,BLUE HILLS ENVIRONMENTAL SERVICES,6
CHURCH OF LATTER DAY SAINTS,CHURCH OF LATTER DAY SAINTS,CHURCH OF LATTER DAY SAINTS,6
Stranco,STRANCO,STRANCO,6
"WM COLLECTION AND RECYCLING, INC.","WM COLLECTION AND RECYCLING, INC.",WM COLLECTION AND RECYCLING,6
PACIFIC DISPOSAL,PACIFIC DISPOSAL,PACIFIC DISPOSAL,6
"Intermountain Disposal, Inc.","INTERMOUNTAIN DISPOSAL, INC.",INTERMOUNTAIN DISPOSAL,6
"ROAD RUNNER WASTE SERVICE, INC.","ROAD RUNNER WASTE SERVICE, INC.",ROAD RUNNER WASTE SERVICE,6
D.M. RECYCLING A WASTE CONNECTIONS COMPANY,D.M. RECYCLING A WASTE CONNECTIONS COMPANY,D M RECYCLING A WASTE CONNECTIONS COMPANY,6
FRONTIER WASTE - DALLAS,FRONTIER WASTE - DALLAS,FRONTIER WASTE DALLAS,6
American Recycling Services,AMERICAN RECYCLING SERVICES,AMERICAN RECYCLING SERVICES,6
CITY OF HICKORY,CITY OF HICKORY,CITY OF HICKORY,6
CARDS KS FRONTENAC LLC,CARDS KS FRONTENAC LLC,CARDS KS FRONTENAC,6
INTERSTATE INTERSTATE,INTERSTATE INTERSTATE,INTERSTATE INTERSTATE,6
"ROGUE DISPOSAL & RECYCLING, INC","ROGUE DISPOSAL & RECYCLING, INC",ROGUE DISPOSAL RECYCLING,6
Pride Disposal,PRIDE DISPOSAL,PRIDE DISPOSAL,6
"Athens Services\nWaste Collection, Recycling & Disposal Services","ATHENS SERVICES\NWASTE COLLECTION, RECYCLING & DISPOSAL SERVICES",ATHENS SERVICES NWASTE COLLECTION RECYCLING DISPOSAL SERVICES,6
A.J. BLOSENSKI INC.,A.J. BLOSENSKI INC.,A J BLOSENSKI,6
AjB Trash &,AJB TRASH &,AJB TRASH,6
TRASHCO,TRASHCO,TRASHCO,6
"WASTE CONNECTIONS OF AL, INC","WASTE CONNECTIONS OF AL, INC",WASTE CONNECTIONS OF AL,6
City of Conyers,CITY OF CONYERS,CITY OF CONYERS,6
Health & Sanitation,HEALTH & SANITATION,HEALTH SANITATION,6
"Specific Waste Industries, LLC","SPECIFIC WASTE INDUSTRIES, LLC",SPECIFIC WASTE INDUSTRIES,6
Green Guys,GREEN GUYS,GREEN GUYS,6
Green Guys Recycling,GREEN GUYS RECYCLING,GREEN GUYS RECYCLING,6
CRSR INCORPORATED,CRSR INCORPORATED,CRSR INCORPORATED,6
SOLID WASTE MGMT. CO. L.L.C.,SOLID WASTE MGMT. CO. L.L.C.,SOLID WASTE MGMT,6
"JAW Waste Services, LLC","JAW WASTE SERVICES, LLC",JAW WASTE SERVICES,6
"Pak-Rite Rentals, Inc.","PAK-RITE RENTALS, INC.",PAK RITE RENTALS,6
Maguire Equipment Inc.,MAGUIRE EQUIPMENT INC.,MAGUIRE EQUIPMENT,6
MARPAN,MARPAN,MARPAN,6
"Wall Recycling, LLC","WALL RECYCLING, LLC",WALL RECYCLING,6
Orange City Hauling,ORANGE CITY HAULING,ORANGE CITY HAULING,6
CONTAINER RENTAL CO INC,CONTAINER RENTAL CO INC,CONTAINER RENTAL,6
IRON CITY\nIron City Express,IRON CITY\NIRON CITY EXPRESS,IRON CITY NIRON CITY EXPRESS,6
J & K Trash,J & K TRASH,J K TRASH,6
J&K Trash,J&K TRASH,J K TRASH,6
"Trash Removal, Inc","TRASH REMOVAL, INC",TRASH REMOVAL,6
"WASTE MANAGEMENT OF WISCONSIN, INC.","WASTE MANAGEMENT OF WISCONSIN, INC.",WASTE MANAGEMENT OF WISCONSIN,6
"CAROLINA WASTE & RECYCLING, LLC","CAROLINA WASTE & RECYCLING, LLC",CAROLINA WASTE RECYCLING,6
"5 STAR WASTE DIV OF TTS, LLC.","5 STAR WASTE DIV OF TTS, LLC.",5 STAR WASTE DIV OF TTS,5
"Interstate Waste Services of New Jersey, Inc.","INTERSTATE WASTE SERVICES OF NEW JERSEY, INC.",INTERSTATE WASTE SERVICES OF NEW JERSEY,5
Sid's Garbage,SID'S GARBAGE,SID S GARBAGE,5
Lawrence County Solid Waste,LAWRENCE COUNTY SOLID WASTE,LAWRENCE COUNTY SOLID WASTE,5
City of Fayette,CITY OF FAYETTE,CITY OF FAYETTE,5
Marion County Solid Waste,MARION COUNTY SOLID WASTE,MARION COUNTY SOLID WASTE,5
Gotta Go Waste,GOTTA GO WASTE,GOTTA GO WASTE,5
?????\nCOMPACT,?????\NCOMPACT,NCOMPACT,5
CWS-Chattanooga Hauling,CWS-CHATTANOOGA HAULING,CWS CHATTANOOGA HAULING,5
Marion County,MARION COUNTY,MARION COUNTY,5
Curbside Roll Off Inc.,CURBSIDE ROLL OFF INC.,CURBSIDE ROLL OFF,5
VEOLIA,VEOLIA,VEOLIA,5
OREGON PAPER FIBER\nA WASTE CONNECTIONS COMPANY,OREGON PAPER FIBER\NA WASTE CONNECTIONS COMPANY,OREGON PAPER FIBER NA WASTE CONNECTIONS COMPANY,5
SANITATION INC.,SANITATION INC.,SANITATION,5
Indian Waste Services,INDIAN WASTE SERVICES,INDIAN WASTE SERVICES,5
INDIANA,INDIANA,INDIANA,5
Black Earth,BLACK EARTH,BLACK EARTH,5
Corporate Services,CORPORATE SERVICES,CORPORATE SERVICES,5
WIND RIVER A Wind River Environmental,WIND RIVER A WIND RIVER ENVIRONMENTAL,WIND RIVER A WIND RIVER ENVIRONMENTAL,5
Wind River Environmental LLC.,WIND RIVER ENVIRONMENTAL LLC.,WIND RIVER ENVIRONMENTAL,5
City of Redwood City,CITY OF REDWOOD CITY,CITY OF REDWOOD CITY,5
RICHARDSON WASTE SERVICES LLC,RICHARDSON WASTE SERVICES LLC,RICHARDSON WASTE SERVICES,5
CITY OF UPLAND,CITY OF UPLAND,CITY OF UPLAND,5
"LaVeine Sanitation Service, Inc.","LAVEINE SANITATION SERVICE, INC.",LAVEINE SANITATION SERVICE,5
MIDWEST SANITATION & RE,MIDWEST SANITATION & RE,MIDWEST SANITATION RE,5
BRIDGE CITY SANITATION LLC,BRIDGE CITY SANITATION LLC,BRIDGE CITY SANITATION,5
WASTE CONNECTIONS OF NEBRASKA,WASTE CONNECTIONS OF NEBRASKA,WASTE CONNECTIONS OF NEBRASKA,5
"WASTE CONNECTIONS OF TN, INC","WASTE CONNECTIONS OF TN, INC",WASTE CONNECTIONS OF TN,5
Flood Brothers DISPOSAL/RECYCLING SERVICES,FLOOD BROTHERS DISPOSAL/RECYCLING SERVICES,FLOOD BROTHERS DISPOSAL RECYCLING SERVICES,5
BRUIN WASTE,BRUIN WASTE,BRUIN WASTE,5
COASTAL WASTE & RECYCLING - SC,COASTAL WASTE & RECYCLING - SC,COASTAL WASTE RECYCLING SC,5
"HMP, Inc.","HMP, INC.",HMP,5
"HMP, Inc.,","HMP, INC.,",HMP,5
WASTE CONNECTIONS Connect with the Future,WASTE CONNECTIONS CONNECT WITH THE FUTURE,WASTE CONNECTIONS CONNECT WITH THE FUTURE,5
FRONTIER WASTE - CRESSON,FRONTIER WASTE - CRESSON,FRONTIER WASTE CRESSON,5
Rich County,RICH COUNTY,RICH COUNTY,5
CITY OF WOLF POINT,CITY OF WOLF POINT,CITY OF WOLF POINT,5
MT BOZEMAN,MT BOZEMAN,MT BOZEMAN,5
JOHNSON,JOHNSON,JOHNSON,5
PIERCE COUNTY REFUSE A WASTE CONNECTIONS COMPANY,PIERCE COUNTY REFUSE A WASTE CONNECTIONS COMPANY,PIERCE COUNTY REFUSE A WASTE CONNECTIONS COMPANY,5
PIERCE COUNTY REFUSE,PIERCE COUNTY REFUSE,PIERCE COUNTY REFUSE,5
PIERCE COUNTY REFUSE\nA WASTE CONNECTIONS COMPANY,PIERCE COUNTY REFUSE\NA WASTE CONNECTIONS COMPANY,PIERCE COUNTY REFUSE NA WASTE CONNECTIONS COMPANY,5
Roadrunner,ROADRUNNER,ROADRUNNER,5
"HAROLD LEMAY ENTERPRISES, INC","HAROLD LEMAY ENTERPRISES, INC",HAROLD LEMAY ENTERPRISES,5
WEST BANK SANITATION A WASTE CONNECTIONS COMPANY,WEST BANK SANITATION A WASTE CONNECTIONS COMPANY,WEST BANK SANITATION A WASTE CONNECTIONS COMPANY,5
Walker Lake,WALKER LAKE,WALKER LAKE,5
City of Roosvelt,CITY OF ROOSVELT,CITY OF ROOSVELT,5
ROOSEVELT OOSEVELT CITY,ROOSEVELT OOSEVELT CITY,ROOSEVELT OOSEVELT CITY,5
Twin Enviro,TWIN ENVIRO,TWIN ENVIRO,5
"C&S WASTE SOLUTIONS OF LASSEN COUNTY,","C&S WASTE SOLUTIONS OF LASSEN COUNTY,",C S WASTE SOLUTIONS OF LASSEN COUNTY,5
"C&S WASTE SOLUTIONS OF LASSEN COUNTY, LLC","C&S WASTE SOLUTIONS OF LASSEN COUNTY, LLC",C S WASTE SOLUTIONS OF LASSEN COUNTY,5
ELY DISPOSAL SERVICE INC,ELY DISPOSAL SERVICE INC,ELY DISPOSAL SERVICE,5
"WASTE CONNECTIONS OF NEBRASKA, INC","WASTE CONNECTIONS OF NEBRASKA, INC",WASTE CONNECTIONS OF NEBRASKA,5
MIEDEMA,MIEDEMA,MIEDEMA,5
"Murreys Disposal Company, Inc","MURREYS DISPOSAL COMPANY, INC",MURREYS DISPOSAL COMPANY,5
MDC ENVIRONMENTAL SERVICES INC A WASTE CONNECTIONS COMPANY,MDC ENVIRONMENTAL SERVICES INC A WASTE CONNECTIONS COMPANY,MDC ENVIRONMENTAL SERVICES A WASTE CONNECTIONS COMPANY,5
MDC ENVIRONMENTAL SERVICES INC\nA WASTE CONNECTIONS COMPANY,MDC ENVIRONMENTAL SERVICES INC\NA WASTE CONNECTIONS COMPANY,MDC ENVIRONMENTAL SERVICES NA WASTE CONNECTIONS COMPANY,5
"ALASKA WASTE-INTERIOR, LLC","ALASKA WASTE-INTERIOR, LLC",ALASKA WASTE INTERIOR,5
"Roadrunner Rubbish, LLC.","ROADRUNNER RUBBISH, LLC.",ROADRUNNER RUBBISH,5
King County WASTE ZERO,KING COUNTY WASTE ZERO,KING COUNTY WASTE ZERO,5
CITY OF MESQUITE,CITY OF MESQUITE,CITY OF MESQUITE,5
FRONTIER WASTE - MANSFIELD,FRONTIER WASTE - MANSFIELD,FRONTIER WASTE MANSFIELD,5
CITY OF FARGO FINANCE DEPARTMENT,CITY OF FARGO FINANCE DEPARTMENT,CITY OF FARGO FINANCE DEPARTMENT,5
Apex Waste Solutions,APEX WASTE SOLUTIONS,APEX WASTE SOLUTIONS,5
Disposal,DISPOSAL,DISPOSAL,5
RECYCLING & WASTE,RECYCLING & WASTE,RECYCLING WASTE,5
CITY OF BOISE\nUTILITY BILLING SERVICES,CITY OF BOISE\NUTILITY BILLING SERVICES,CITY OF BOISE NUTILITY BILLING SERVICES,5
A.C. Sanitation,A.C. SANITATION,A C SANITATION,5
A.C.SANITATION SERVICE,A.C.SANITATION SERVICE,A C SANITATION SERVICE,5
"ADS SOLID WASTE MIDWEST, LLC","ADS SOLID WASTE MIDWEST, LLC",ADS SOLID WASTE MIDWEST,5
Capital Area Refuse LLC/River Bottom Sa,CAPITAL AREA REFUSE LLC/RIVER BOTTOM SA,CAPITAL AREA REFUSE RIVER BOTTOM SA,5
MIDDLESEX COUNTY UTILITIES AUTHORITY,MIDDLESEX COUNTY UTILITIES AUTHORITY,MIDDLESEX COUNTY UTILITIES AUTHORITY,5
MERIDIAN IDAHO,MERIDIAN IDAHO,MERIDIAN IDAHO,5
Kootenai County,KOOTENAI COUNTY,KOOTENAI COUNTY,5
Novak Sanitary Service,NOVAK SANITARY SERVICE,NOVAK SANITARY SERVICE,5
COUNTY TRANS & RECYCLING,COUNTY TRANS & RECYCLING,COUNTY TRANS RECYCLING,5
DE DISPOSAL COMPANY,DE DISPOSAL COMPANY,DE DISPOSAL COMPANY,5
Humboldt County WASTE ZERO,HUMBOLDT COUNTY WASTE ZERO,HUMBOLDT COUNTY WASTE ZERO,5
RECOLOGY WASTE ZERO,RECOLOGY WASTE ZERO,RECOLOGY WASTE ZERO,5
D. CRESCIO TRUCKING CO.,D. CRESCIO TRUCKING CO.,D CRESCIO TRUCKING,5
WASTE PRO Caring,WASTE PRO CARING,WASTE PRO CARING,5
SCRAP METAL INC.,SCRAP METAL INC.,SCRAP METAL,5
